C01-EAN_CODE;C03-COM_REF;REF PHY;C05-GLOBAL_BRAND;C06-COLOR;C07-NAME;Description;C09-COMPOSITION_MATERIAL;C10-PRODUCT_DIMENSIONS;C17-GENDER;C18-SIZE;C19-SEC_ATT;C20-WEB_SIZE;C21-RRP_WO_VAT;C21-RRP_WITH_VAT;special price
;BIA92013S-M-BLU;BIA920135BLU;LAURA BIAGIOTTI;Blu;CANOTTA DONNA LAURA BIAGIOTTI BLU;;;;WOMEN;M;4;;39,99;48,7878;9,9
;BIA92013S-M-CORALLO;BIA92013SCOR;LAURA BIAGIOTTI;Corallo;CANOTTIERA DONNA LAURA BIAGIOTTI CORALLO;;;;WOMEN;M;3;;39,99;48,7878;9,9
;BIA92013S-M-NERO;BIA92013SNNE;LAURA BIAGIOTTI;Nero;CANOTTIERA DONNA LAURA BIAGIOTTI NERO;;;;WOMEN;M;4;;39,99;48,7878;9,9
;BIA92013S-S-BLU;BIA920135BLU;LAURA BIAGIOTTI;Blu;CANOTTA DONNA LAURA BIAGIOTTI BLU;;;;WOMEN;S;2;;39,99;48,7878;9,9
;BIA92013S-S-CORALLO;BIA92013SCOR;LAURA BIAGIOTTI;Corallo;CANOTTIERA DONNA LAURA BIAGIOTTI CORALLO;;;;WOMEN;S;1;;39,99;48,7878;9,9
;BIA92013S-S-NERO;BIA92013SNNE;LAURA BIAGIOTTI;Nero;CANOTTIERA DONNA LAURA BIAGIOTTI NERO;;;;WOMEN;S;2;;39,99;48,7878;9,9
;BIA92013S-XL-BLU;BIA920135BLU;LAURA BIAGIOTTI;Blu;CANOTTA DONNA LAURA BIAGIOTTI BLU;;;;WOMEN;XL;2;;39,99;48,7878;9,9
;BIA92013S-XL-CORALLO;BIA92013SCOR;LAURA BIAGIOTTI;Corallo;CANOTTIERA DONNA LAURA BIAGIOTTI CORALLO;;;;WOMEN;XL;2;;39,99;48,7878;9,9
;BIA92013S-XL-NERO;BIA92013SNNE;LAURA BIAGIOTTI;Nero;CANOTTIERA DONNA LAURA BIAGIOTTI NERO;;;;WOMEN;XL;2;;39,99;48,7878;9,9
;BIA92014S-L-BLU;BIA92014SBBLU;LAURA BIAGIOTTI;Blu; LAURA BIAGIOTTI BLU;;;;WOMEN;L;5;;39,99;48,7878;9,9
;BIA92014S-M-BLU;BIA92014SBBLU;LAURA BIAGIOTTI;Blu; LAURA BIAGIOTTI BLU;;;;WOMEN;M;5;;39,99;48,7878;9,9
;BIA92014S-S-BLU;BIA92014SBBLU;LAURA BIAGIOTTI;Blu; LAURA BIAGIOTTI BLU;;;;WOMEN;S;3;;39,99;48,7878;9,9
;BIA92014S-XL-BLU;BIA92014SBBLU;LAURA BIAGIOTTI;Blu; LAURA BIAGIOTTI BLU;;;;WOMEN;XL;2;;39,99;48,7878;9,9
;CLU5750-35-MARRONE;CLU575OMAR;HOSIS;Marrone;TRONCHETTO DONNA VILLA SHOES MARRONE;;PELLE;;WOMEN;35;3;;59,9;73,1;39,9
;CLU5750-35-NERO;CLU5750NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;35;5;;59,9;73,1;39,9
;CLU5750-36-MARRONE;CLU575OMAR;HOSIS;Marrone;TRONCHETTO DONNA VILLA SHOES MARRONE;;PELLE;;WOMEN;36;9;;59,9;73,1;39,9
;CLU5750-36-NERO;CLU5750NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;4;;59,9;73,1;39,9
;CLU5750-37-MARRONE;CLU575OMAR;HOSIS;Marrone;TRONCHETTO DONNA VILLA SHOES MARRONE;;PELLE;;WOMEN;37;11;;59,9;73,1;39,9
;CLU5750-37-NERO;CLU5750NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;5;;59,9;73,1;39,9
;CLU5750-39-MARRONE;CLU5750MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;9;;59,9;73,1;39,9
;CLU5750-38-MARRONE;CLU575OMAR;HOSIS;Marrone;TRONCHETTO DONNA VILLA SHOES MARRONE;;PELLE;;WOMEN;38;13;;59,9;73,1;39,9
;CLU5750-39-NERO;CLU5750NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;12;;59,9;73,1;39,9
;CLU5750-40-MARRONE;CLU575OMAR;HOSIS;Marrone;TRONCHETTO DONNA VILLA SHOES MARRONE;;PELLE;;WOMEN;40;4;;59,9;73,1;39,9
;CLU5750-40-NERO;CLU5750NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5750-38-NERO;CLU575ONE;HOSIS;Nero;TRONCHETTO DONNA VILLA SHOES MARRONE;;PELLE;;WOMEN;38;2;;59,9;73,1;39,9
;CLU5750-41-NERO;CLU5750NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;3;;59,9;73,1;39,9
;CLU5753-35-MARRONE;CLU5753MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;35;1;;59,9;73,1;39,9
;CLU5753-36-MARRONE;CLU5753MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;36;13;;59,9;73,1;39,9
;CLU5753-36-NERO;CLU5753NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;1;;59,9;73,1;39,9
;CLU5753-37-MARRONE;CLU5753MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;37;5;;59,9;73,1;39,9
;CLU5753-37-NERO;CLU5753NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5753-38-MARRONE;CLU5753MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;38;3;;59,9;73,1;39,9
;CLU5753-38-NERO;CLU5753NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;2;;59,9;73,1;39,9
;CLU5753-39-MARRONE;CLU5753MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;39;11;;59,9;73,1;39,9
;CLU5753-39-NERO;CLU5753NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;2;;59,9;73,1;39,9
;CLU5753-40-MARRONE;CLU5753MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;40;4;;59,9;73,1;39,9
;CLU5753-40-NERO;CLU5753NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5753-41-MARRONE;CLU5753MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;41;3;;59,9;73,1;39,9
;CLU5753-41-NERO;CLU5753NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5754-37-NERO;CLU5754NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5756-36-NERO;CLU5756NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;1;;59,9;73,1;39,9
;CLU5756-37-NERO;CLU5756NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5756-38-NERO;CLU5756NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;1;;59,9;73,1;39,9
;CLU5756-39-NERO;CLU5756NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;1;;59,9;73,1;39,9
;CLU5756-40-NERO;CLU5756NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5756-41-NERO;CLU5756NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5760-37-NERO;CLU5760NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;2;;59,9;73,1;39,9
;CLU5760-38-NERO;CLU5760NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;1;;59,9;73,1;39,9
;CLU5760-39-NERO;CLU5760NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;1;;59,9;73,1;39,9
;CLU5760-40-NERO;CLU5760NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5760-41-NERO;CLU5760NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5761-36-MARRONE;CLU5761MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;36;6;;59,9;73,1;39,9
;CLU5761-36-NERO;CLU5761NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;6;;59,9;73,1;39,9
;CLU5761-37-MARRONE;CLU5761MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;37;2;;59,9;73,1;39,9
;CLU5761-37-NERO;CLU5761NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;2;;59,9;73,1;39,9
;CLU5761-38-MARRONE;CLU5761MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;38;5;;59,9;73,1;39,9
;CLU5761-38-NERO;CLU5761NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;5;;59,9;73,1;39,9
;CLU5761-39-MARRONE;CLU5761MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;39;3;;59,9;73,1;39,9
;CLU5761-39-NERO;CLU5761NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;1;;59,9;73,1;39,9
;CLU5761-40-MARRONE;CLU5761MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5761-40-NERO;CLU5761NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5762-35-MARRONE;CLU5762MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;35;1;;59,9;73,1;39,9
;CLU5762-36-MARRONE;CLU5762MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;36;5;;59,9;73,1;39,9
;CLU5762-36-NERO;CLU5762NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;3;;59,9;73,1;39,9
;CLU5762-37-MARRONE;CLU5762MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;37;2;;59,9;73,1;39,9
;CLU5762-37-NERO;CLU5762NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;4;;59,9;73,1;39,9
;CLU5762-38-MARRONE;CLU5762MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;38;6;;59,9;73,1;39,9
;CLU5762-38-NERO;CLU5762NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;3;;59,9;73,1;39,9
;CLU5762-39-MARRONE;CLU5762MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;39;2;;59,9;73,1;39,9
;CLU5762-39-NERO;CLU5762NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;6;;59,9;73,1;39,9
;CLU5762-40-MARRONE;CLU5762MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;40;7;;59,9;73,1;39,9
;CLU5762-40-NERO;CLU5762NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;3;;59,9;73,1;39,9
;CLU5762-41-MARRONE;CLU5762MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;41;3;;59,9;73,1;39,9
;CLU5762-41-NERO;CLU5762NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;2;;59,9;73,1;39,9
;CLU5763-36-NERO;CLU5763NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;4;;59,9;73,1;39,9
;CLU5763-37-MARRONE;CLU5763MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5763-37-NERO;CLU5763NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;7;;59,9;73,1;39,9
;CLU5763-38-MARRONE;CLU5763MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;38;2;;59,9;73,1;39,9
;CLU5763-38-NERO;CLU5763NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;7;;59,9;73,1;39,9
;CLU5763-39-MARRONE;CLU5763MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;39;1;;59,9;73,1;39,9
;CLU5763-39-NERO;CLU5763NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;4;;59,9;73,1;39,9
;CLU5763-40-MARRONE;CLU5763MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5763-40-NERO;CLU5763NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;4;;59,9;73,1;39,9
;CLU5763-41-MARRONE;CLU5763MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5763-41-NERO;CLU5763NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;3;;59,9;73,1;39,9
;CLU5764-36-MARRONE;CLU5764MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;36;17;;59,9;73,1;39,9
;CLU5764-36-NERO;CLU5764NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;5;;59,9;73,1;39,9
;CLU5764-37-MARRONE;CLU5764MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;37;18;;59,9;73,1;39,9
;CLU5764-37-NERO;CLU5764NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;9;;59,9;73,1;39,9
;CLU5764-38-MARRONE;CLU5764MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;38;22;;59,9;73,1;39,9
;CLU5764-38-NERO;CLU5764NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;30;;59,9;73,1;39,9
;CLU5764-39-MARRONE;CLU5764MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;39;23;;59,9;73,1;39,9
;CLU5764-39-NERO;CLU5764NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;5;;59,9;73,1;39,9
;CLU5764-40-MARRONE;CLU5764MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;40;2;;59,9;73,1;39,9
;CLU5764-40-NERO;CLU5764NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;26;;59,9;73,1;39,9
;CLU5764-41-MARRONE;CLU5764MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;41;9;;59,9;73,1;39,9
;CLU5764-41-NERO;CLU5764NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5791-36-MARRONE;CLU5791MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;36;1;;59,9;73,1;39,9
;CLU5791-37-MARRONE;CLU5791MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;37;2;;59,9;73,1;39,9
;CLU5791-38-MARRONE;CLU5791MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;38;1;;59,9;73,1;39,9
;CLU5791-39-MARRONE;CLU5791MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;39;1;;59,9;73,1;39,9
;CLU5791-40-MARRONE;CLU5791MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5792-37-NERO;CLU5792NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5794-35-BEIGE;CLU5794BEI;HOSIS;Beige;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;35;1;;59,9;73,1;39,9
;CLU5794-38-BEIGE;CLU5794BEI;HOSIS;Beige;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;38;1;;59,9;73,1;39,9
;CLU5794-40-BEIGE;CLU5794BEI;HOSIS;Beige;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;40;;;59,9;73,1;39,9
;CLU5800-36-BEIGE;CLU5800BEI;HOSIS;Beige;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;36;6;;59,9;73,1;39,9
;CLU5800-37-BEIGE;CLU5800BEI;HOSIS;Beige;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5800-38-BEIGE;CLU5800BEI;HOSIS;Beige;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;38;3;;59,9;73,1;39,9
;CLU5800-39-BEIGE;CLU5800BEI;HOSIS;Beige;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;39;2;;59,9;73,1;39,9
;CLU5800-41-BEIGE;CLU5800BEI;HOSIS;Beige;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5801-36-MARRONE;CLU5801MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;36;1;;59,9;73,1;39,9
;CLU5801-37-MARONE;CLU5801MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5801-37-NERO;CLU5801NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5801-38-MARRONE;CLU5801MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;38;4;;59,9;73,1;39,9
;CLU5801-39-MARRONE;CLU5801MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;39;;;59,9;73,1;39,9
;CLU5801-40-MARRONE;CLU5801MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5803-35-MARRONE;CLU5803MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;35;1;;59,9;73,1;39,9
;CLU5803-36-MARRONE;CLU5803MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;36;7;;59,9;73,1;39,9
;CLU5803-36-NERO;CLU5803NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;1;;59,9;73,1;39,9
;CLU5803-37-MARRONE;CLU5803MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;37;5;;59,9;73,1;39,9
;CLU5803-37-NERO;CLU5803NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;3;;59,9;73,1;39,9
;CLU5803-38-MARRONE;CLU5803MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;38;1;;59,9;73,1;39,9
;CLU5803-38-NERO;CLU5803NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;3;;59,9;73,1;39,9
;CLU5803-39-MARRONE;CLU5803MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;39;3;;59,9;73,1;39,9
;CLU5803-39-NERO;CLU5803NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;3;;59,9;73,1;39,9
;CLU5803-40-MARRONE;CLU5803MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;40;4;;59,9;73,1;39,9
;CLU5803-40-NERO;CLU5803NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;4;;59,9;73,1;39,9
;CLU5803-41-MARRONE;CLU5803MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;41;3;;59,9;73,1;39,9
;CLU5803-41-NERO;CLU5803NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5804-35-MARRONE;CLU5804MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS MARRONE;;PELLE;;WOMEN;35;1;;59,9;73,1;39,9
;CLU5804-36-BORDEAUX;CLU5804BOR;HOSIS;Bordeaux;TRONCHETTO DONNA HOSIS BORDEAUX;;PELLE;;WOMEN;36;1;;59,9;73,1;39,9
;CLU5804-36-NERO;CLU5804NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;1;;59,9;73,1;39,9
;CLU5804-37-BORDEAUX;CLU5804BOR;HOSIS;Bordeaux;TRONCHETTO DONNA HOSIS BORDEAUX;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5804-37-NERO;CLU5804NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5804-38-BORDEAUX;CLU5804BOR;HOSIS;Bordeaux;TRONCHETTO DONNA HOSIS BORDEAUX;;PELLE;;WOMEN;38;1;;59,9;73,1;39,9
;CLU5804-38-NERO;CLU5804NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;2;;59,9;73,1;39,9
;CLU5804-39-BORDEAUX;CLU5804BOR;HOSIS;Bordeaux;TRONCHETTO DONNA HOSIS BORDEAUX;;PELLE;;WOMEN;39;1;;59,9;73,1;39,9
;CLU5804-39-NERO;CLU5804NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;1;;59,9;73,1;39,9
;CLU5804-40-BORDEAUX;CLU5804BOR;HOSIS;Bordeaux;TRONCHETTO DONNA HOSIS BORDEAUX;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5804-40-NERO;CLU5804NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;2;;59,9;73,1;39,9
;CLU5804-41-BORDEAUX;CLU5804BOR;HOSIS;Bordeaux;TRONCHETTO DONNA HOSIS BORDEAUX;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5804-41-NERO;CLU5804NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5810-35-NERO;CLU5810NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;35;1;;59,9;73,1;39,9
;CLU5810-36-NERO;CLU5810NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;13;;59,9;73,1;39,9
;CLU5810-37-NERO;CLU5810NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;48;;59,9;73,1;39,9
;CLU5810-38-NERO;CLU5810NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;52;;59,9;73,1;39,9
;CLU5810-39-NERO;CLU5810NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;8;;59,9;73,1;39,9
;CLU5810-40-NERO;CLU5810NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;20;;59,9;73,1;39,9
;CLU5810-41-NERO;CLU5810NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;5;;59,9;73,1;39,9
;CLU5811-36-NERO;CLU5811NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;1;;59,9;73,1;39,9
;CLU5811-37-NERO;CLU5811NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;1;;59,9;73,1;39,9
;CLU5811-38-NERO;CLU5811NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;3;;59,9;73,1;39,9
;CLU5811-39-NERO;CLU5811NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;1;;59,9;73,1;39,9
;CLU5811-40-NERO;CLU5811NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;1;;59,9;73,1;39,9
;CLU5811-41-NERO;CLU5811NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;1;;59,9;73,1;39,9
;CLU5813-36-NERO;CLU5813NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;36;6;;59,9;73,1;39,9
;CLU5813-37-NERO;CLU5813NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;6;;59,9;73,1;39,9
;CLU5813-38-NERO;CLU5813NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;38;5;;59,9;73,1;39,9
;CLU5813-39-NERO;CLU5813NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;39;12;;59,9;73,1;39,9
;CLU5813-40-NERO;CLU5813NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;40;3;;59,9;73,1;39,9
